facility_code,name,zip,address,longitude,latitude,method,matching_level
A130797,医療法人社団　慶友　慶友銀座クリニック,104-0045,東京都中央区築地１－１３－１１－２Ｆ,139.76982761,35.66772224,geocoding,
A130122,医療法人社団　春令会　築地クリニック,104-0045,東京都中央区築地６－２５－１０築地センタービル２・３Ｆ,139.77196647,35.66485595,geocoding,
A131120,医療法人社団　晴月会　月島耳鼻咽喉科,104-0052,東京都中央区月島１－８－１アイマークタワー２階,139.78319607,35.66446187,geocoding,
A130233,医療法人社団慶仁舎　月島タワークリニック,104-0052,東京都中央区月島２－１０－２ムーンアイランドタワー２Ｆ－２０２,139.78420713,35.66343701,geocoding,
A131464,月島きずなクリニック,104-0052,東京都中央区月島２－７－９,139.78429603,35.66270931,geocoding,6.0
A131460,医療法人社団新未来　晴海トリトン夢未来クリニック,104-0053,東京都中央区晴海１－８－１６晴海トリトンスクエア３Ｆ,139.78245191,35.65732652,geocoding,6.0
A131333,医療法人社団　晴月会　晴海耳鼻咽喉科,104-0053,東京都中央区晴海５－２－３１ららテラスＨＡＲＵＭＩ　ＦＬＡＧ　３Ｆ,139.77503884,35.65177972,geocoding,
A131334,一般社団法人　健陽会　勝どきビュータワークリニック,104-0054,東京都中央区勝どき１－８－１勝どきビュータワー２Ｆ,139.77666903,35.6597011,geocoding,
A131443,医療法人社団健杏会　杉野内科クリニック,104-0054,東京都中央区勝どき２－９－１２ＨＢビル勝どき３Ｆ,139.77810781,35.65925397,geocoding,6.0
A130654,医療法人社団東会　やべ耳鼻咽喉科,104-0061,東京都中央区銀座１－６－１３－１０６ギンザビル４Ｆ,139.76734146,35.67450478,geocoding,
A130921,吉川医院,104-0061,東京都中央区銀座１－９－１７,139.76870803,35.67391043,geocoding,
A131137,銀座リハビリ整形外科,104-0061,東京都中央区銀座３－２－１１ＧＩＮＺＡ　ＳＡＬＯＮＥ　３Ｆ,139.76482228,35.67314652,geocoding,
A131073,松屋通りクリニック,104-0061,東京都中央区銀座３丁目１２－１１第２タチバナ銀座ビル３階,139.76869981,35.67024417,geocoding,
A130124,医療法人社団　神和会　銀座富士クリニック,104-0061,東京都中央区銀座４－１１－２,139.7682693,35.67021916,geocoding,
A130040,医療法人財団　湖聖会　銀座医院,104-0061,東京都中央区銀座４－１２－１５歌舞伎座タワー１６Ｆ,139.76805267,35.66975808,geocoding,
A130464,銀座並木通りクリニック,104-0061,東京都中央区銀座４－２－２第一弥生ビル７Ｆ,139.76445843,35.67281044,geocoding,
A131296,医療法人社団　医成会　みらいメディカルクリニック銀座,104-0061,東京都中央区銀座５－９－１５銀座清月堂ビル４Ｆ,139.76492514,35.67006909,geocoding,
A131066,銀座内科・神経内科クリニック,104-0061,東京都中央区銀座６－１２－１０銀座龍岡ビル２Ｆ,139.76422804,35.66880532,geocoding,
A130799,レイクリニック,104-0061,東京都中央区銀座６－７－７第３岩月ビル２０１,139.76264756,35.6703801,geocoding,
A131386,医療法人順正会　ヴェスタクリニック銀座,104-0061,東京都中央区銀座７－１３－２ティアラグレイス銀座タワー８Ｆ,139.7646447,35.66813873,geocoding,
A130333,松本クリニック銀座,104-0061,東京都中央区銀座７－１５－３第５安田ビル２Ｆ,139.76535857,35.66721663,geocoding,
A130113,銀座高沢内科,104-0061,東京都中央区銀座８－１２－５峯田ビル３Ｆ,139.76298376,35.66746932,geocoding,
A130630,銀座ハートクリニック,104-0061,東京都中央区銀座８－１６－５銀座中央ビル１Ｆ,139.76371431,35.66591673,geocoding,
A130226,銀座しまだ内科クリニック,104-0061,東京都中央区銀座８－４－２６イワキビル４Ｆ,139.76028667,35.66949958,geocoding,
A131502,ＴＡＫＡＮＡＷＡ　ＧＡＴＥＷＡＹ　Ｃｌｉｎｉｃｓ　睡眠・呼吸器,104-0074,東京都港区高輪２－２２－１ＴＨＥ　ＬＩＮＫＰＩＬＬＡＲ２　５階,139.74075342,35.63760543,geocoding,6.0
A131182,虎ノ門中村クリニック,105-0001,東京都港区虎ノ門３－１０－４虎ノ門ガーデン１０３,139.74773237,35.6648081,geocoding,
A130438,神谷町クリニック,105-0001,東京都港区虎ノ門３－１７－１ＴＯＫＹＵＲＥＩＴ虎ノ門ビル１階,139.74656028,35.66416092,geocoding,
A131290,かつき虎ノ門クリニック,105-0001,東京都港区虎ノ門３－８－２６巴町アネックス地下一階,139.74751844,35.66631349,geocoding,6.0
A130635,医療法人社団藤美会　藤美クリニック,105-0003,東京都港区西新橋１－２４－１６平和ビル６階,139.75136524,35.66874388,geocoding,
A130928,医療法人社団ＧＲＡＣＥ　チームメディカルクリニック,105-0003,東京都港区西新橋１－５－１４内幸町ビル１階,139.75316228,35.66940219,geocoding,
A130793,西新橋みむろクリニック,105-0003,東京都港区西新橋１－５－９－４Ｆル・グラシエルＢＬＤＧ．７０,139.7538289,35.66913001,geocoding,
A130029,医療法人社団康生会　シーエスケー・クリニック,105-0004,東京都港区新橋１－１３－１２堤ビル４Ｆ,139.75786194,35.66803579,geocoding,
A130605,医療法人社団　神州　日比谷公園健診クリニック,105-0004,東京都港区新橋１－１８－１航空会館４Ｆ,139.75558987,35.66891619,geocoding,
A131113,クリニックフォア新橋,105-0004,東京都港区新橋１－４－５ＦＰＧリンクス新橋９Ｆ,139.75920906,35.66791084,geocoding,
A131047,銀座ベレアージュクリニック　ＫＯＭＡＴＳＵ健診センター,105-0004,東京都港区新橋２－１９－４新橋ＳＮＴビル　２階,139.75972295,35.66672765,geocoding,6
A131223,医療法人社団　東雲会　新橋虎ノ門健康クリニック,105-0004,東京都港区新橋３－１－９－３０１新橋ビルディング３Ｆ,139.75423176,35.66621923,geocoding,
A130045,医療法人社団　新青会　新橋青木クリニック,105-0004,東京都港区新橋３－２３－４,139.75795095,35.66456673,geocoding,
A130008,医療法人社団　進興会　セラヴィ新橋クリニック,105-0004,東京都港区新橋４－３－１新虎安田ビル４Ｆ,139.75455955,35.66523601,geocoding,
A131064,医療法人社団　悠翔会　悠翔会在宅クリニック新橋,105-0004,東京都港区新橋５－１４－１０新橋スクエアビル７Ｆ,139.75610955,35.66196975,geocoding,
A131335,一般財団法人　労働医学研究会　新橋クリニック,105-0004,東京都港区新橋５－１５－５交通ビル２Ｆ,139.75592345,35.66210306,geocoding,
A131493,一般社団法人患者目線　患者目線のクリニック,105-0004,東京都東京都港区新橋１－９－５ＫＤＸ新橋駅前ビル８Ｆ,139.76002291,35.66713316,geocoding,6
A130027,医療法人社団　ケイセイ会　パークサイドクリニック,105-0011,東京都港区芝公園２－６－８日本女子会館ビル２Ｆ,139.75061856,35.65557585,geocoding,
A130774,医療法人社団　生栄会　浜松町メディカルクリニック,105-0012,東京都港区芝大門２－３－１１芝清水ビル１Ｆ,139.7538405,35.65578147,geocoding,
A131224,ＤＮ画像診断クリニック東京,105-0012,東京都港区芝大門２－５－５住友芝大門ビル１Ｆ,139.75407939,35.65519265,geocoding,
A131479,医療法人社団天宣会　汐留健診クリニック,105-0013,東京都港区浜松町１－１７－１０,139.75604302,35.65813682,geocoding,6
A131068,ながさき内科医院,105-0013,東京都港区浜松町２－３－１日本生命浜松町クレアタワー４Ｆ,139.75561257,35.65597594,geocoding,
A130359,芝公園クリニック,105-0014,東京都港区芝３－１５－５－３Ｆ,139.7454163,35.65362315,geocoding,
A130023,医療法人社団　六医会　汐留シティセンターセントラルクリニック,105-0021,東京都港区東新橋１－５－２汐留シティセンター３Ｆ,139.76105066,35.66538616,geocoding,
A131201,竹芝水辺のクリニック,105-0022,東京都港区海岸１－１０－３０アトレ竹芝タワー棟３階,139.76281475,35.6559928,geocoding,
A130714,医療法人社団　進興会　浜松町ハマサイトクリニック,105-0022,東京都港区海岸１－２－２０汐留ビルディング２Ｆ,139.75959554,35.65697593,geocoding,
A130610,芝浦スリーワンクリニック,105-0023,東京都港区芝浦１－３－１０チサンホテル浜松町１Ｆ,139.75566554,35.64996827,geocoding,
A131298,虎ノ門ヒルズ桜十字クリニック,105-5505,東京都港区虎ノ門２－６－３　虎ノ門ヒルズステーションタワー５Ｆ,139.74734897,35.66755779,geocoding,
A130039,城山ガーデン桜十字クリニック,105-6003,東京都港区虎ノ門４－３－１城山トラストタワー３Ｆ,139.74313555,35.66481911,geocoding,
A131237,ＴＯＫＹＯウェルネスクリニック神谷町,105-6902,東京都港区虎ノ門４－１－１神谷町トラストタワー２Ｆ,139.74536589,35.66516912,geocoding,
A130578,汐留ガーデンクリニック,105-7090,東京都港区東新橋１－８－２カレッタ汐留Ｂ１,139.76235058,35.66492792,geocoding,
A130845,医療法人社団　優春会　伊原医院,105-7290,東京都港区東新橋１－７－１汐留メディアタワー地下２階,139.75954532,35.66328913,geocoding,
A130360,医療法人社団　光輝会　麻布光輝クリニック,106-0031,東京都港区西麻布３－３－２,139.72705389,35.65805833,geocoding,
A130038,泉ガーデン桜十字クリニック,106-0032,東京都港区六本木１－６－３泉ガーデンウイングＢ１Ｆ,139.73902759,35.66421073,geocoding,
A130941,六本木ＨＡＴクリニック,106-0032,東京都港区六本木３－１－１六本木Ｔ－ＣＵＢＥ　２Ｆ,139.73825538,35.66576054,geocoding,
A130271,医療法人社団　健徳会　わかばクリニック,106-0032,東京都港区六本木７－１５－１０クローバービル６Ｆ,139.73069784,35.6627718,geocoding,
A130815,さくら坂クリニック　ＳｏｐｈｙＡｎｃｅ,106-0032,東京都港区六本木７－７－１３アトラスタワー六本木２Ｆ,139.72857572,35.66486319,geocoding,
A131365,医療法人社団　なかよし会　麻布台クリニック,106-0041,東京都港区麻布台１－３－１麻布台ヒルズ森ＪＰタワー４Ｆ,139.74062203,35.6609028,geocoding,
A130885,医療法人社団　ヴェリタス・メディカル・パートナーズ　麻布医院,106-0045,東京都港区麻布十番１－１１－１エスティメゾン麻布十番３階,139.73620037,35.65590045,geocoding,
A131434,東京タワーヴュークリニック麻布十番,106-0045,東京都港区麻布十番２－１４－６イイダビル１Ｆ,139.7356199,35.65478945,geocoding,6
A130083,医療法人社団　桜倫会　麻布整形外科クリニック,106-0045,東京都港区麻布十番３－６－９ヒルサイド麻布１階,139.73459783,35.65307294,geocoding,
A131367,広尾クリニック内科・消化器,106-0047,東京都港区南麻布５－１０－２６－７Ｆ,139.72244062,35.65286712,geocoding,
A131508,六本木ヒルズ桜十字クリニック,106-6106,東京都港区六本木６－１０－１六本木ヒルズ森タワー６階,139.72924528,35.66040813,geocoding,6
A130133,医療法人財団厚生会　古川橋病院,106-8581,東京都港区南麻布２－１０－２１,139.73524518,35.64800964,geocoding,
A130970,湊メディカルクリニック,107-0052,東京都港区赤坂２－１１－３福田ビルウエスト２Ｆ,139.74117995,35.67013236,geocoding,
A131400,赤坂メディカルクリニック,107-0052,東京都港区赤坂２－１７－２２赤坂トラストタワー１Ｆ,139.7407661,35.67000459,geocoding,
A130241,医療法人社団　順幸会　小林メディカルクリニック東京,107-0052,東京都港区赤坂２－３－５赤坂スターゲイトプラザ２階,139.74174375,35.67121837,geocoding,
A130383,医療法人社団　大星会　大星クリニック,107-0052,東京都港区赤坂２－９－１１オリックス赤坂２丁目ビルＢ１,139.74094938,35.67115447,geocoding,
